estado,data,casos
PA,2024-07-01,2720.0
PA,2024-07-08,2560.0
PA,2024-07-15,2380.0
PA,2024-07-22,2110.0
PA,2024-07-29,1910.0
PA,2024-08-05,1990.0
PA,2024-08-12,1960.0
PA,2024-08-19,1570.0
PA,2024-08-26,1950.0
PA,2024-09-02,1630.0
PA,2024-09-09,1380.0
PA,2024-09-16,1650.0
PA,2024-09-23,1730.0
PA,2024-09-30,1340.0
PA,2024-10-07,1280.0
PA,2024-10-14,850.0
PA,2024-10-21,1090.0
PA,2024-10-28,1200.0
PA,2024-11-04,1280.0
PA,2024-11-11,1460.0
PA,2024-11-18,1590.0
PA,2024-11-25,2010.0
PA,2024-12-02,1480.0
PA,2024-12-09,1800.0
PA,2024-12-16,1960.0
PA,2024-12-23,1760.0
PA,2024-12-30,830.0
PA,2025-01-06,3020.0
PA,2025-01-13,4850.0
PA,2025-01-20,6660.0
PB,2024-01-08,540.0
PB,2024-01-15,930.0
PB,2024-01-22,980.0
PB,2024-01-29,910.0
PB,2024-02-05,1440.0
PB,2024-02-12,1560.0
PB,2024-02-19,3030.0
PB,2024-02-26,6300.0
PB,2024-03-04,8650.0
PB,2024-03-11,9960.0
PB,2024-03-18,9570.0
PB,2024-03-25,1006.0
PB,2024-04-01,6860.0
PB,2024-04-08,8190.0
PB,2024-04-15,7150.0
PB,2024-04-22,6490.0
PB,2024-04-29,4480.0
PB,2024-05-06,3690.0
PB,2024-05-13,3840.0
PB,2024-05-20,3600.0
PB,2024-05-27,3000.0
PB,2024-06-03,2230.0
PB,2024-06-10,2420.0
PB,2024-06-17,2570.0
PB,2024-06-24,1830.0
PB,2024-07-01,1930.0
PB,2024-07-08,2350.0
PB,2024-07-15,1880.0
PB,2024-07-22,2100.0
PB,2024-07-29,1900.0
PB,2024-08-05,2010.0
PB,2024-08-12,2150.0
PB,2024-08-19,2060.0
PB,2024-08-26,1590.0
PB,2024-09-02,1580.0
PB,2024-09-09,1540.0
PB,2024-09-16,1330.0
PB,2024-09-23,1220.0
PB,2024-09-30,1080.0
PB,2024-10-07,1040.0
PB,2024-10-14,1180.0
PB,2024-10-21,1220.0
PB,2024-10-28,1400.0
PB,2024-11-04,1290.0
PB,2024-11-11,1170.0
PB,2024-11-18,1140.0
PB,2024-11-25,1300.0
PB,2024-12-02,1150.0
PB,2024-12-09,1220.0
PB,2024-12-16,1300.0
PB,2024-12-23,990.0
PB,2024-12-30,720.0
PB,2025-01-06,870.0
PB,2025-01-13,960.0
PB,2025-01-20,1110.0
PE,2024-01-08,780.0
PE,2024-01-15,580.0
PE,2024-01-22,830.0
PE,2024-01-29,1130.0
PE,2024-02-05,1660.0
PE,2024-02-12,2370.0
PE,2024-02-19,4260.0
PE,2024-02-26,7540.0
PE,2024-03-04,9950.0
PE,2024-03-11,1159.0
PE,2024-03-18,1191.0
PE,2024-03-25,1196.0
PE,2024-04-01,9030.0
PE,2024-04-08,1205.0
PE,2024-04-15,1053.0
PE,2024-04-22,1154.0
PE,2024-04-29,9100.0
PE,2024-05-06,8460.0
PE,2024-05-13,7850.0
PE,2024-05-20,7680.0
PE,2024-05-27,7680.0
PE,2024-06-03,8250.0
PE,2024-06-10,8660.0
PE,2024-06-17,7890.0
PE,2024-06-24,6470.0
PE,2024-07-01,6850.0
PE,2024-07-08,7840.0
PE,2024-07-15,5820.0
PE,2024-07-22,6160.0
PE,2024-07-29,5010.0
PE,2024-08-05,3650.0
PE,2024-08-12,3720.0
PE,2024-08-19,3520.0
PE,2024-08-26,3040.0
PE,2024-09-02,2400.0
PE,2024-09-09,2820.0
PE,2024-09-16,2850.0
PE,2024-09-23,2870.0
PE,2024-09-30,2360.0
PE,2024-10-07,2130.0
PE,2024-10-14,2160.0
PE,2024-10-21,2280.0
PE,2024-10-28,2400.0
PE,2024-11-04,2310.0
PE,2024-11-11,2290.0
PE,2024-11-18,2170.0
PE,2024-11-25,2480.0
PE,2024-12-02,2580.0
PE,2024-12-09,2130.0
PE,2024-12-16,2270.0
PE,2024-12-23,2490.0
PE,2024-12-30,970.0
PE,2025-01-06,2010.0
PE,2025-01-13,2280.0
PE,2025-01-20,2140.0
PI,2024-01-08,880.0
PI,2024-01-15,1370.0
PI,2024-01-22,1090.0
PI,2024-01-29,1230.0
PI,2024-02-05,2130.0
PI,2024-02-12,3450.0
PI,2024-02-19,4610.0
PI,2024-02-26,7000.0
PI,2024-03-04,6790.0
PI,2024-03-11,8190.0
PI,2024-03-18,8730.0
PI,2024-03-25,7880.0
PI,2024-04-01,6350.0
PI,2024-04-08,8230.0
PI,2024-04-15,7480.0
PI,2024-04-22,7450.0
PI,2024-04-29,6840.0
PI,2024-05-06,5520.0
PI,2024-05-13,5980.0
PI,2024-05-20,6670.0
PI,2024-05-27,6200.0
PI,2024-06-03,4960.0
PI,2024-06-10,5320.0
PI,2024-06-17,4360.0
PI,2024-06-24,3200.0
PI,2024-07-01,2040.0
PI,2024-07-08,2010.0
PI,2024-07-15,1870.0
PI,2024-07-22,1890.0
PI,2024-07-29,1550.0
PI,2024-08-05,1180.0
PI,2024-08-12,1020.0
PI,2024-08-19,780.0
PI,2024-08-26,790.0
PI,2024-09-02,680.0
PI,2024-09-09,540.0
PI,2024-09-16,420.0
PI,2024-09-23,310.0
PI,2024-09-30,260.0
PI,2024-10-07,400.0
PI,2024-10-14,370.0
PI,2024-10-21,420.0
PI,2024-10-28,370.0
PI,2024-11-04,250.0
PI,2024-11-11,350.0
PI,2024-11-18,360.0
PI,2024-11-25,300.0
PI,2024-12-02,450.0
PI,2024-12-09,220.0
PI,2024-12-16,360.0
PI,2024-12-23,190.0
PI,2024-12-30,110.0
PI,2025-01-06,400.0
PI,2025-01-13,710.0
PI,2025-01-20,1040.0
PR,2024-01-08,5445.0
PR,2024-01-15,7036.0
PR,2024-01-22,9657.0
PR,2024-01-29,1174.0
PR,2024-02-05,12086.0
PR,2024-02-12,15127.0
PR,2024-02-19,20347.0
PR,2024-02-26,24529.0
PR,2024-03-04,26562.0
PR,2024-03-11,32683.0
PR,2024-03-18,3808.0
PR,2024-03-25,43672.0
PR,2024-04-01,42292.0
PR,2024-04-08,46102.0
PR,2024-04-15,45053.0
PR,2024-04-22,44323.0
PR,2024-04-29,34781.0
PR,2024-05-06,37205.0
PR,2024-05-13,39567.0
PR,2024-05-20,33185.0
PR,2024-05-27,21151.0
PR,2024-06-03,12256.0
PR,2024-06-10,7645.0
PR,2024-06-17,8227.0
PR,2024-06-24,6698.0
PR,2024-07-01,4213.0
PR,2024-07-08,2645.0
PR,2024-07-15,1312.0
PR,2024-07-22,1037.0
PR,2024-07-29,1098.0
PR,2024-08-05,8570.0
PR,2024-08-12,6670.0
PR,2024-08-19,4940.0
PR,2024-08-26,4930.0
PR,2024-09-02,3730.0
PR,2024-09-09,4640.0
PR,2024-09-16,5080.0
PR,2024-09-23,4510.0
PR,2024-09-30,4900.0
PR,2024-10-07,4770.0
PR,2024-10-14,4250.0
PR,2024-10-21,4860.0
PR,2024-10-28,5220.0
PR,2024-11-04,5910.0
PR,2024-11-11,5380.0
PR,2024-11-18,5870.0
PR,2024-11-25,7040.0
PR,2024-12-02,7000.0
PR,2024-12-09,7110.0
PR,2024-12-16,7570.0
PR,2024-12-23,7400.0
PR,2024-12-30,5180.0
PR,2025-01-06,1105.0
PR,2025-01-13,1373.0
PR,2025-01-20,1626.0
RJ,2024-01-08,4228.0
RJ,2024-01-15,4798.0
RJ,2024-01-22,6984.0
RJ,2024-01-29,8984.0
RJ,2024-02-05,11846.0
RJ,2024-02-12,1671.0
RJ,2024-02-19,22734.0
RJ,2024-02-26,27102.0
RJ,2024-03-04,26603.0
RJ,2024-03-11,24456.0
RJ,2024-03-18,22524.0
RJ,2024-03-25,18475.0
RJ,2024-04-01,12641.0
RJ,2024-04-08,14846.0
RJ,2024-04-15,12493.0
RJ,2024-04-22,10102.0
RJ,2024-04-29,8124.0
RJ,2024-05-06,7896.0
RJ,2024-05-13,7198.0
RJ,2024-05-20,5813.0
RJ,2024-05-27,4957.0
RJ,2024-06-03,2914.0
RJ,2024-06-10,259.0
RJ,2024-06-17,2109.0
RJ,2024-06-24,1726.0
RJ,2024-07-01,1414.0
RJ,2024-07-08,1164.0
RJ,2024-07-15,8480.0
RJ,2024-07-22,8660.0
RJ,2024-07-29,7360.0
RJ,2024-08-05,6630.0
RJ,2024-08-12,5410.0
RJ,2024-08-19,4640.0
RJ,2024-08-26,4980.0
RJ,2024-09-02,4290.0
RJ,2024-09-09,5130.0
RJ,2024-09-16,5830.0
RJ,2024-09-23,4200.0
RJ,2024-09-30,3920.0
RJ,2024-10-07,3590.0
RJ,2024-10-14,3550.0
RJ,2024-10-21,3280.0
RJ,2024-10-28,3980.0
RJ,2024-11-04,3770.0
RJ,2024-11-11,4160.0
RJ,2024-11-18,3290.0
RJ,2024-11-25,2990.0
RJ,2024-12-02,3740.0
RJ,2024-12-09,3800.0
RJ,2024-12-16,4070.0
RJ,2024-12-23,2920.0
RJ,2024-12-30,1510.0
RJ,2025-01-06,5570.0
RJ,2025-01-13,6980.0
RJ,2025-01-20,7370.0
RN,2024-01-08,1180.0
RN,2024-01-15,1200.0
RN,2024-01-22,1430.0
RN,2024-01-29,1310.0
RN,2024-02-05,1550.0
RN,2024-02-12,2130.0
RN,2024-02-19,3910.0
RN,2024-02-26,7480.0
RN,2024-03-04,9240.0
RN,2024-03-11,1176.0
RN,2024-03-18,1276.0
RN,2024-03-25,1141.0
RN,2024-04-01,8770.0
RN,2024-04-08,9940.0
RN,2024-04-15,8890.0
RN,2024-04-22,7810.0
RN,2024-04-29,6270.0
RN,2024-05-06,4960.0
RN,2024-05-13,4880.0
RN,2024-05-20,3930.0
RN,2024-05-27,3360.0
RN,2024-06-03,2570.0
RN,2024-06-10,2330.0
RN,2024-06-17,2240.0
RN,2024-06-24,2190.0
RN,2024-07-01,2790.0
RN,2024-07-08,3100.0
RN,2024-07-15,2630.0
RN,2024-07-22,2690.0
RN,2024-07-29,2000.0
RN,2024-08-05,2250.0
RN,2024-08-12,2180.0
RN,2024-08-19,1870.0
RN,2024-08-26,1470.0
RN,2024-09-02,1350.0
RN,2024-09-09,1360.0
RN,2024-09-16,1220.0
RN,2024-09-23,1330.0
RN,2024-09-30,1220.0
RN,2024-10-07,890.0
RN,2024-10-14,1250.0
RN,2024-10-21,1150.0
RN,2024-10-28,1020.0
RN,2024-11-04,1340.0
RN,2024-11-11,1160.0
RN,2024-11-18,980.0
RN,2024-11-25,920.0
RN,2024-12-02,1100.0
RN,2024-12-09,1080.0
RN,2024-12-16,1200.0
RN,2024-12-23,1220.0
RN,2024-12-30,530.0
RN,2025-01-06,640.0
RN,2025-01-13,890.0
RN,2025-01-20,1030.0
RO,2024-01-08,890.0
RO,2024-01-15,960.0
RO,2024-01-22,1570.0
RO,2024-01-29,1680.0
RO,2024-02-05,1840.0
RO,2024-02-12,2290.0
RO,2024-02-19,2840.0
RO,2024-02-26,5430.0
RO,2024-03-04,5440.0
RO,2024-03-11,5940.0
RO,2024-03-18,4610.0
RO,2024-03-25,3550.0
RO,2024-04-01,1590.0
RO,2024-04-08,2050.0
RO,2024-04-15,1350.0
RO,2024-04-22,1540.0
RO,2024-04-29,1290.0
RO,2024-05-06,770.0
RO,2024-05-13,690.0
RO,2024-05-20,550.0
RO,2024-05-27,310.0
RO,2024-06-03,270.0
RO,2024-06-10,320.0
RO,2024-06-17,330.0
RO,2024-06-24,340.0
RO,2024-07-01,250.0
RO,2024-07-08,280.0
RO,2024-07-15,210.0
RO,2024-07-22,210.0
RO,2024-07-29,190.0
RO,2024-08-05,230.0
RO,2024-08-12,220.0
RO,2024-08-19,140.0
RO,2024-08-26,200.0
RO,2024-09-02,150.0
RO,2024-09-09,60.0
RO,2024-09-16,160.0
RO,2024-09-23,100.0
RO,2024-09-30,80.0
RO,2024-10-07,40.0
RO,2024-10-14,70.0
RO,2024-10-21,110.0
RO,2024-10-28,80.0
RO,2024-11-04,120.0
RO,2024-11-11,100.0
RO,2024-11-18,180.0
RO,2024-11-25,140.0
RO,2024-12-02,160.0
RO,2024-12-09,240.0
RO,2024-12-16,180.0
RO,2024-12-23,220.0
RO,2024-12-30,20.0
RO,2025-01-06,330.0
RO,2025-01-13,300.0
RO,2025-01-20,330.0
RR,2024-01-08,30.0
RR,2024-01-15,60.0
RR,2024-01-22,50.0
RR,2024-01-29,150.0
RR,2024-02-05,70.0
RR,2024-02-12,60.0
RR,2024-02-19,220.0
RR,2024-02-26,160.0
RR,2024-03-04,70.0
RR,2024-03-11,150.0
RR,2024-03-18,180.0
RR,2024-03-25,90.0
RR,2024-04-01,60.0
RR,2024-04-08,120.0
RR,2024-04-15,60.0
RR,2024-04-22,140.0
RR,2024-04-29,100.0
RR,2024-05-06,90.0
RR,2024-05-13,110.0
RR,2024-05-20,220.0
RR,2024-05-27,350.0
RR,2024-06-03,330.0
RR,2024-06-10,370.0
RR,2024-06-17,460.0
RR,2024-06-24,310.0
RR,2024-07-01,290.0
RR,2024-07-08,230.0
RR,2024-07-15,250.0
RR,2024-07-22,140.0
RR,2024-07-29,170.0
RR,2024-08-05,130.0
RR,2024-08-12,280.0
RR,2024-08-19,170.0
RR,2024-08-26,120.0
RR,2024-09-02,210.0
RR,2024-09-09,100.0
RR,2024-09-16,80.0
RR,2024-09-23,90.0
RR,2024-09-30,140.0
RR,2024-10-07,90.0
RR,2024-10-14,130.0
RR,2024-10-21,40.0
RR,2024-10-28,40.0
RR,2024-11-04,60.0
RR,2024-11-11,70.0
RR,2024-11-18,40.0
RR,2024-11-25,20.0
RR,2024-12-02,40.0
RR,2024-12-09,40.0
RR,2024-12-16,40.0
RR,2024-12-23,30.0
RR,2024-12-30,10.0
RR,2025-01-06,40.0
RR,2025-01-13,50.0
RR,2025-01-20,60.0
RS,2024-01-08,3490.0
RS,2024-01-15,4670.0
RS,2024-01-22,7890.0
RS,2024-01-29,1251.0
RS,2024-02-05,1685.0
RS,2024-02-12,2695.0
RS,2024-02-19,4466.0
RS,2024-02-26,5803.0
RS,2024-03-04,7244.0
RS,2024-03-11,10074.0
RS,2024-03-18,12045.0
RS,2024-03-25,14367.0
RS,2024-04-01,15562.0
RS,2024-04-08,18724.0
RS,2024-04-15,2112.0
RS,2024-04-22,21474.0
RS,2024-04-29,1884.0
RS,2024-05-06,1585.0
RS,2024-05-13,14218.0
RS,2024-05-20,14458.0
RS,2024-05-27,4223.0
RS,2024-06-03,3643.0
RS,2024-06-10,2215.0
RS,2024-06-17,2786.0
RS,2024-06-24,2796.0
RS,2024-07-01,1646.0
RS,2024-07-08,8240.0
RS,2024-07-15,3470.0
RS,2024-07-22,3100.0
RS,2024-07-29,2750.0
RS,2024-08-05,2470.0
RS,2024-08-12,1580.0
RS,2024-08-19,1370.0
RS,2024-08-26,1240.0
RS,2024-09-02,1120.0
RS,2024-09-09,1330.0
RS,2024-09-16,1340.0
RS,2024-09-23,1030.0
RS,2024-09-30,1250.0
RS,2024-10-07,1140.0
RS,2024-10-14,960.0
RS,2024-10-21,1180.0
RS,2024-10-28,1130.0
RS,2024-11-04,1280.0
RS,2024-11-11,1340.0
RS,2024-11-18,1140.0
RS,2024-11-25,900.0
RS,2024-12-02,1410.0
RS,2024-12-09,1230.0
RS,2024-12-16,860.0
RS,2024-12-23,970.0
RS,2024-12-30,470.0
RS,2025-01-06,1300.0
RS,2025-01-13,1650.0
RS,2025-01-20,1770.0
SC,2024-01-08,5290.0
SC,2024-01-15,7080.0
SC,2024-01-22,1114.0
SC,2024-01-29,1456.0
SC,2024-02-05,2183.0
SC,2024-02-12,3863.0
SC,2024-02-19,6504.0
SC,2024-02-26,9661.0
SC,2024-03-04,12523.0
SC,2024-03-11,14705.0
SC,2024-03-18,17812.0
SC,2024-03-25,24642.0
SC,2024-04-01,25716.0
SC,2024-04-08,28224.0
SC,2024-04-15,3027.0
SC,2024-04-22,29614.0
SC,2024-04-29,25324.0
SC,2024-05-06,21981.0
SC,2024-05-13,23147.0
SC,2024-05-20,20156.0
SC,2024-05-27,9966.0
SC,2024-06-03,6198.0
SC,2024-06-10,4454.0
SC,2024-06-17,4266.0
SC,2024-06-24,3461.0
SC,2024-07-01,2129.0
SC,2024-07-08,1176.0
SC,2024-07-15,5860.0
SC,2024-07-22,4010.0
SC,2024-07-29,4460.0
SC,2024-08-05,3710.0
SC,2024-08-12,2720.0
SC,2024-08-19,2000.0
SC,2024-08-26,1890.0
SC,2024-09-02,850.0
SC,2024-09-09,740.0
SC,2024-09-16,780.0
SC,2024-09-23,840.0
SC,2024-09-30,980.0
SC,2024-10-07,990.0
SC,2024-10-14,1090.0
SC,2024-10-21,1110.0
SC,2024-10-28,1210.0
SC,2024-11-04,1310.0
SC,2024-11-11,1340.0
SC,2024-11-18,1570.0
SC,2024-11-25,1400.0
SC,2024-12-02,1440.0
SC,2024-12-09,2440.0
SC,2024-12-16,3330.0
SC,2024-12-23,2520.0
SC,2024-12-30,2110.0
SC,2025-01-06,3280.0
SC,2025-01-13,3410.0
SC,2025-01-20,3280.0
SE,2024-01-08,180.0
SE,2024-01-15,260.0
SE,2024-01-22,160.0
SE,2024-01-29,160.0
SE,2024-02-05,270.0
SE,2024-02-12,230.0
SE,2024-02-19,510.0
SE,2024-02-26,960.0
SE,2024-03-04,970.0
SE,2024-03-11,780.0
SE,2024-03-18,870.0
SE,2024-03-25,660.0
SE,2024-04-01,690.0
SE,2024-04-08,1030.0
SE,2024-04-15,730.0
SE,2024-04-22,610.0
SE,2024-04-29,680.0
SE,2024-05-06,500.0
SE,2024-05-13,490.0
SE,2024-05-20,470.0
SE,2024-05-27,450.0
SE,2024-06-03,520.0
SE,2024-06-10,690.0
SE,2024-06-17,650.0
SE,2024-06-24,420.0
SE,2024-07-01,400.0
SE,2024-07-08,380.0
SE,2024-07-15,490.0
SE,2024-07-22,410.0
SE,2024-07-29,370.0
SE,2024-08-05,360.0
SE,2024-08-12,250.0
SE,2024-08-19,240.0
SE,2024-08-26,370.0
SE,2024-09-02,180.0
SE,2024-09-09,240.0
SE,2024-09-16,190.0
SE,2024-09-23,110.0
SE,2024-09-30,100.0
SE,2024-10-07,230.0
SE,2024-10-14,110.0
SE,2024-10-21,150.0
SE,2024-10-28,100.0
SE,2024-11-04,80.0
SE,2024-11-11,130.0
SE,2024-11-18,30.0
SE,2024-11-25,50.0
SE,2024-12-02,100.0
SE,2024-12-09,70.0
SE,2024-12-16,60.0
SE,2024-12-23,30.0
SE,2024-12-30,20.0
SE,2025-01-06,100.0
SE,2025-01-13,80.0
SE,2025-01-20,60.0
SP,2024-01-08,7207.0
SP,2024-01-15,9072.0
SP,2024-01-22,13377.0
SP,2024-01-29,19149.0
SP,2024-02-05,23087.0
SP,2024-02-12,31277.0
SP,2024-02-19,43734.0
SP,2024-02-26,55093.0
SP,2024-03-04,69459.0
SP,2024-03-11,8276.0
SP,2024-03-18,98654.0
SP,2024-03-25,129646.0
SP,2024-04-01,122536.0
SP,2024-04-08,138549.0
SP,2024-04-15,153934.0
SP,2024-04-22,146806.0
SP,2024-04-29,140082.0
SP,2024-05-06,145041.0
SP,2024-05-13,156246.0
SP,2024-05-20,145856.0
SP,2024-05-27,108817.0
SP,2024-06-03,68882.0
SP,2024-06-10,44498.0
SP,2024-06-17,40944.0
SP,2024-06-24,3324.0
SP,2024-07-01,22412.0
SP,2024-07-08,14531.0
SP,2024-07-15,9876.0
SP,2024-07-22,7438.0
SP,2024-07-29,6257.0
SP,2024-08-05,5291.0
SP,2024-08-12,4272.0
SP,2024-08-19,3679.0
SP,2024-08-26,3263.0
SP,2024-09-02,2826.0
SP,2024-09-09,3065.0
SP,2024-09-16,3022.0
SP,2024-09-23,2876.0
SP,2024-09-30,2902.0
SP,2024-10-07,2862.0
SP,2024-10-14,2612.0
SP,2024-10-21,2943.0
SP,2024-10-28,2882.0
SP,2024-11-04,3171.0
SP,2024-11-11,3163.0
SP,2024-11-18,3608.0
SP,2024-11-25,4494.0
SP,2024-12-02,5127.0
SP,2024-12-09,6526.0
SP,2024-12-16,8279.0
SP,2024-12-23,8296.0
SP,2024-12-30,5403.0
SP,2025-01-06,18749.0
SP,2025-01-13,22955.0
SP,2025-01-20,26574.0
TO,2024-01-08,330.0
TO,2024-01-15,490.0
TO,2024-01-22,550.0
TO,2024-01-29,570.0
TO,2024-02-05,1000.0
TO,2024-02-12,1060.0
TO,2024-02-19,1120.0
TO,2024-02-26,1440.0
TO,2024-03-04,2100.0
TO,2024-03-11,2260.0
TO,2024-03-18,2340.0
TO,2024-03-25,2650.0
TO,2024-04-01,2300.0
TO,2024-04-08,2410.0
TO,2024-04-15,2970.0
TO,2024-04-22,3130.0
TO,2024-04-29,2450.0
TO,2024-05-06,2160.0
TO,2024-05-13,1840.0
TO,2024-05-20,1860.0
TO,2024-05-27,1470.0
TO,2024-06-03,1190.0
TO,2024-06-10,700.0
TO,2024-06-17,590.0
TO,2024-06-24,510.0
TO,2024-07-01,390.0
TO,2024-07-08,320.0
TO,2024-07-15,120.0
TO,2024-07-22,130.0
TO,2024-07-29,90.0
TO,2024-08-05,170.0
TO,2024-08-12,80.0
TO,2024-08-19,90.0
TO,2024-08-26,70.0
TO,2024-09-02,130.0
TO,2024-09-09,60.0
TO,2024-09-16,120.0
TO,2024-09-23,130.0
TO,2024-09-30,40.0
TO,2024-10-07,50.0
TO,2024-10-14,60.0
TO,2024-10-21,70.0
TO,2024-10-28,120.0
TO,2024-11-04,60.0
TO,2024-11-11,140.0
TO,2024-11-18,90.0
TO,2024-11-25,210.0
TO,2024-12-02,160.0
TO,2024-12-09,190.0
TO,2024-12-16,230.0
TO,2024-12-23,180.0
TO,2024-12-30,50.0
TO,2025-01-06,300.0
TO,2025-01-13,600.0
TO,2025-01-20,590.0
